Job Title,Company,Location,
Image Data Manager,H2R Consulting,location: WellingtonWellington,https://www.seek.co.nz/job/39048435?type=standout&amp;searchrequesttoken=0313bd45-b33c-49a3-9280-67d52c9f21f8
Applications Architect,Absolute IT - 98.9%* of placed candidates will recommend us to others,location: AucklandAuckland,https://www.seek.co.nz/job/39048292?type=standout&amp;searchrequesttoken=0313bd45-b33c-49a3-9280-67d52c9f21f8
AMIS Data Support Analyst,Selwyn District Council,location: CanterburyCanterbury,https://www.seek.co.nz/job/39048265?type=standout&amp;searchrequesttoken=0313bd45-b33c-49a3-9280-67d52c9f21f8
Big Data Developer,Absolute IT - 98.9%* of placed candidates will recommend us to others,location: AucklandAuckland,https://www.seek.co.nz/job/39048217?type=standout&amp;searchrequesttoken=0313bd45-b33c-49a3-9280-67d52c9f21f8
"Financial Insight Analyst, MercyAscot Hospitals",MercyAscot Hospital,location: AucklandAuckland,https://www.seek.co.nz/job/39048216?type=standout&amp;searchrequesttoken=92c2514a-ade0-4592-80a1-17670d1588f5
Lead Full-Stack Developer (.NET or Java),Absolute IT - 98.9%* of placed candidates will recommend us to others,location: AucklandAuckland,https://www.seek.co.nz/job/39048181?type=standout&amp;searchrequesttoken=92c2514a-ade0-4592-80a1-17670d1588f5
Information Architect,Absolute IT - 98.9%* of placed candidates will recommend us to others,location: AucklandAuckland,https://www.seek.co.nz/job/39048137?type=standout&amp;searchrequesttoken=92c2514a-ade0-4592-80a1-17670d1588f5
Customer Insights Analyst (Porirua or Manukau),Housing New Zealand Corporation,location: WellingtonWellington,https://www.seek.co.nz/job/39047919?type=standout&amp;searchrequesttoken=92c2514a-ade0-4592-80a1-17670d1588f5
Customer Insights Analyst (Porirua or Manukau),Housing New Zealand Corporation,location: WellingtonWellington,https://www.seek.co.nz/job/39047918?type=standout&amp;searchrequesttoken=92c2514a-ade0-4592-80a1-17670d1588f5
Customer Insights Analyst (Porirua or Manukau),Housing New Zealand Corporation,location: AucklandAuckland,https://www.seek.co.nz/job/39047912?type=standout&amp;searchrequesttoken=92c2514a-ade0-4592-80a1-17670d1588f5
Customer Insights Analyst (Porirua or Manukau),Housing New Zealand Corporation,location: AucklandAuckland,https://www.seek.co.nz/job/39047911?type=standout&amp;searchrequesttoken=92c2514a-ade0-4592-80a1-17670d1588f5
"Manager, Analytics and Insights (Courts & Tribunals)",Ministry of Justice,location: WellingtonWellington,https://www.seek.co.nz/job/39047794?type=standout&amp;searchrequesttoken=92c2514a-ade0-4592-80a1-17670d1588f5
Marketing Manager- 6 Month FTC,Tribe (New Zealand) Limited,location: AucklandAuckland,https://www.seek.co.nz/job/39047786?type=standout&amp;searchrequesttoken=92c2514a-ade0-4592-80a1-17670d1588f5
Business Analyst & Systems Support,Robert Walters,location: AucklandAuckland,https://www.seek.co.nz/job/39047782?type=standout&amp;searchrequesttoken=92c2514a-ade0-4592-80a1-17670d1588f5
Workforce Planner/ Business Analyst,Robinson Executive,location: CanterburyCanterbury,https://www.seek.co.nz/job/39047226?type=standard&amp;searchrequesttoken=92c2514a-ade0-4592-80a1-17670d1588f5
Senior Advisors and Analysts - Intelligence,Ministry of Housing and Urban Development,location: WellingtonWellington,https://www.seek.co.nz/job/39047196?type=standout&amp;searchrequesttoken=92c2514a-ade0-4592-80a1-17670d1588f5
Business Intelligence Analyst - Dynes Transport,Intepeople Ltd,location: OtagoOtago,https://www.seek.co.nz/job/39047140?type=standout&amp;searchrequesttoken=92c2514a-ade0-4592-80a1-17670d1588f5
Security Analyst - Level 2,Datacom is one of Australasia’s largest professional IT services companies,location: AucklandAuckland,https://www.seek.co.nz/job/39047136?type=standout&amp;searchrequesttoken=92c2514a-ade0-4592-80a1-17670d1588f5
Security Analyst - Level 1,Datacom is one of Australasia’s largest professional IT services companies,location: AucklandAuckland,https://www.seek.co.nz/job/39047101?type=standout&amp;searchrequesttoken=92c2514a-ade0-4592-80a1-17670d1588f5
Accounts Receivable Superstar!,Mitre 10,location: OtagoOtago,https://www.seek.co.nz/job/39046977?type=standout&amp;searchrequesttoken=92c2514a-ade0-4592-80a1-17670d1588f5
Financial Crime Analyst,BNZ,location: WellingtonWellington,https://www.seek.co.nz/job/39046956?type=standout&amp;searchrequesttoken=92c2514a-ade0-4592-80a1-17670d1588f5
Strategy Lead - Ecosystem,Xero,location: AucklandAuckland,https://www.seek.co.nz/job/39046658?type=standout&amp;searchrequesttoken=92c2514a-ade0-4592-80a1-17670d1588f5
Senior Software Engineer (Backend),Plexure Limited,location: AucklandAuckland,https://www.seek.co.nz/job/39046625?type=standout&amp;searchrequesttoken=92c2514a-ade0-4592-80a1-17670d1588f5
Coastal Technician,NIWA,location: WaikatoWaikato,https://www.seek.co.nz/job/39046485?type=standard&amp;searchrequesttoken=92c2514a-ade0-4592-80a1-17670d1588f5
Regional Operations Manager,Frog Recruitment Limited,location: WellingtonWellington,https://www.seek.co.nz/job/39046383?type=standout&amp;searchrequesttoken=fdd1ae03-78f4-4824-86a8-e60bc75bb579
Sales & Marketing Manager,Spida Machinery,location: Bay of PlentyBay of Plenty,https://www.seek.co.nz/job/39046207?type=standout&amp;searchrequesttoken=fdd1ae03-78f4-4824-86a8-e60bc75bb579
Senior Lecturer/Associate Professor Marketing Analytics,Massey University,location: AucklandAuckland,https://www.seek.co.nz/job/39046206?type=standout&amp;searchrequesttoken=fdd1ae03-78f4-4824-86a8-e60bc75bb579
Trade Marketing Executive / Category Analyst,OCG Consulting Ltd,location: AucklandAuckland,https://www.seek.co.nz/job/39045986?type=standout&amp;searchrequesttoken=fdd1ae03-78f4-4824-86a8-e60bc75bb579
Marketing Team Leader,Business Central and Wellington Chamber of Commerce,location: WellingtonWellington,https://www.seek.co.nz/job/39045942?type=standard&amp;searchrequesttoken=fdd1ae03-78f4-4824-86a8-e60bc75bb579
Digital Change Manager,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,location: WellingtonWellington,https://www.seek.co.nz/job/39045779?type=standout&amp;searchrequesttoken=fdd1ae03-78f4-4824-86a8-e60bc75bb579
GeoNet Programme Leader,OCG Consulting Ltd,location: AucklandAuckland,https://www.seek.co.nz/job/39045719?type=standout&amp;searchrequesttoken=fdd1ae03-78f4-4824-86a8-e60bc75bb579
GeoNet Programme Leader,OCG Consulting Ltd,location: CanterburyCanterbury,https://www.seek.co.nz/job/39045689?type=standout&amp;searchrequesttoken=fdd1ae03-78f4-4824-86a8-e60bc75bb579
GeoNet Programme Leader,OCG Consulting Ltd,location: WellingtonWellington,https://www.seek.co.nz/job/39045550?type=standout&amp;searchrequesttoken=fdd1ae03-78f4-4824-86a8-e60bc75bb579
Senior Pesticide Application Scientist,New Zealand Forest Research Ltd trading as Scion,location: Bay of PlentyBay of Plenty,https://www.seek.co.nz/job/39045477?type=standard&amp;searchrequesttoken=fdd1ae03-78f4-4824-86a8-e60bc75bb579
Senior Business Analyst,DXC Technology Australia Pty LTD,location: WellingtonWellington,https://www.seek.co.nz/job/39045453?type=standard&amp;searchrequesttoken=fdd1ae03-78f4-4824-86a8-e60bc75bb579
Principal Quality Engineer,Rocket Lab,location: AucklandAuckland,https://www.seek.co.nz/job/39045133?type=standard&amp;searchrequesttoken=fdd1ae03-78f4-4824-86a8-e60bc75bb579
Principal Production Design Engineer,Rocket Lab,location: AucklandAuckland,https://www.seek.co.nz/job/39045130?type=standard&amp;searchrequesttoken=fdd1ae03-78f4-4824-86a8-e60bc75bb579
Marketing Manager,Hearing Life New Zealand,location: AucklandAuckland,https://www.seek.co.nz/job/39044939?type=standout&amp;searchrequesttoken=fdd1ae03-78f4-4824-86a8-e60bc75bb579
Group Revenue Manager,Scenic Hotel Group,location: CanterburyCanterbury,https://www.seek.co.nz/job/39014131?type=standout&amp;searchrequesttoken=fdd1ae03-78f4-4824-86a8-e60bc75bb579
Ecommerce Deployment Specialist,Michael Page New Zealand – Marketing,location: AucklandAuckland,https://www.seek.co.nz/job/39044651?type=standard&amp;searchrequesttoken=fdd1ae03-78f4-4824-86a8-e60bc75bb579
Electrical and Instrumentation Maintenance Engineer,Hard Hat Recruits,location: WaikatoWaikato,https://www.seek.co.nz/job/39044531?type=standout&amp;searchrequesttoken=fdd1ae03-78f4-4824-86a8-e60bc75bb579
Senior Developer,Younity Limited,location: AucklandAuckland,https://www.seek.co.nz/job/39044423?type=standout&amp;searchrequesttoken=fdd1ae03-78f4-4824-86a8-e60bc75bb579
Marketing & CRM Coordinator,Chapman Tripp,location: AucklandAuckland,https://www.seek.co.nz/job/39044394?type=standout&amp;searchrequesttoken=fdd1ae03-78f4-4824-86a8-e60bc75bb579
Development Project Manager,Wakatu Incorporation,location: TasmanTasman,https://www.seek.co.nz/job/39044137?type=standout&amp;searchrequesttoken=fdd1ae03-78f4-4824-86a8-e60bc75bb579
Customer Service Administrator,Eclipse Recruitment Ltd,location: AucklandAuckland,https://www.seek.co.nz/job/38651930?type=standout&amp;searchrequesttoken=0d62e0f3-6d6d-4e81-8736-6ee6ae945ad9
Quantity Surveyor,Stellar Recruitment,location: AucklandAuckland,https://www.seek.co.nz/job/39043849?type=standout&amp;searchrequesttoken=0d62e0f3-6d6d-4e81-8736-6ee6ae945ad9
Outcomes Data Analyst,Konnect Koncepts Limited,location: AucklandAuckland,https://www.seek.co.nz/job/39043833?type=standout&amp;searchrequesttoken=0d62e0f3-6d6d-4e81-8736-6ee6ae945ad9
Payroll Officer,CentrePort,location: WellingtonWellington,https://www.seek.co.nz/job/39043442?type=standout&amp;searchrequesttoken=0d62e0f3-6d6d-4e81-8736-6ee6ae945ad9
Senior UX and Interaction Designer,Parrot Analytics Ltd,location: AucklandAuckland,https://www.seek.co.nz/job/39043404?type=standout&amp;searchrequesttoken=0d62e0f3-6d6d-4e81-8736-6ee6ae945ad9
Senior Platform Engineer,Parrot Analytics Ltd,location: AucklandAuckland,https://www.seek.co.nz/job/39043392?type=standout&amp;searchrequesttoken=0d62e0f3-6d6d-4e81-8736-6ee6ae945ad9
Senior Full Stack Engineer (Testing focused),Parrot Analytics Ltd,location: AucklandAuckland,https://www.seek.co.nz/job/39043377?type=standout&amp;searchrequesttoken=0d62e0f3-6d6d-4e81-8736-6ee6ae945ad9
Android Test Analyst - Innovation Team,Coretex,location: AucklandAuckland,https://www.seek.co.nz/job/38629169?type=standout&amp;searchrequesttoken=0d62e0f3-6d6d-4e81-8736-6ee6ae945ad9
Finance Manager,Parrot Analytics Ltd,location: AucklandAuckland,https://www.seek.co.nz/job/39043356?type=standout&amp;searchrequesttoken=0d62e0f3-6d6d-4e81-8736-6ee6ae945ad9
Senior Insights Analyst,Parrot Analytics Ltd,location: AucklandAuckland,https://www.seek.co.nz/job/39043336?type=standout&amp;searchrequesttoken=0d62e0f3-6d6d-4e81-8736-6ee6ae945ad9
Senior Digital Analyst (Auckland),MediaWorks NZ Limited,location: AucklandAuckland,https://www.seek.co.nz/job/39043303?type=standard&amp;searchrequesttoken=0d62e0f3-6d6d-4e81-8736-6ee6ae945ad9
Assistant Product Manager,IAG NZ Ltd,location: AucklandAuckland,https://www.seek.co.nz/job/39043181?type=standout&amp;searchrequesttoken=0d62e0f3-6d6d-4e81-8736-6ee6ae945ad9
Security Analyst - Core Infrastructure,Paymark,location: AucklandAuckland,https://www.seek.co.nz/job/39043061?type=standout&amp;searchrequesttoken=0d62e0f3-6d6d-4e81-8736-6ee6ae945ad9
Industry and Sector Engagement Manager x 4,Ministry for Primary Industries,location: WellingtonWellington,https://www.seek.co.nz/job/39042857?type=standout&amp;searchrequesttoken=0d62e0f3-6d6d-4e81-8736-6ee6ae945ad9
Inspector General Regulatory Systems,Ministry for Primary Industries,location: WellingtonWellington,https://www.seek.co.nz/job/39042725?type=standout&amp;searchrequesttoken=0d62e0f3-6d6d-4e81-8736-6ee6ae945ad9
Administration & Accounts Assistant,Contaminated Site Solutions Limited,location: AucklandAuckland,https://www.seek.co.nz/job/39042668?type=standout&amp;searchrequesttoken=0d62e0f3-6d6d-4e81-8736-6ee6ae945ad9
Project Manager (with Supply Chain experience),Alpha Recruitment - NZ,location: AucklandAuckland,https://www.seek.co.nz/job/39042415?type=standout&amp;searchrequesttoken=0d62e0f3-6d6d-4e81-8736-6ee6ae945ad9
Digital Content Specialist,Contact Energy,location: AucklandAuckland,https://www.seek.co.nz/job/39042241?type=standout&amp;searchrequesttoken=0d62e0f3-6d6d-4e81-8736-6ee6ae945ad9
UX Designer,Tertiary Education Commission,location: WellingtonWellington,https://www.seek.co.nz/job/39042164?type=standout&amp;searchrequesttoken=0d62e0f3-6d6d-4e81-8736-6ee6ae945ad9
Senior Insights Advisor,Tertiary Education Commission,location: WellingtonWellington,https://www.seek.co.nz/job/39042160?type=standout&amp;searchrequesttoken=0d62e0f3-6d6d-4e81-8736-6ee6ae945ad9
Insights Manager,Tertiary Education Commission,location: WellingtonWellington,https://www.seek.co.nz/job/39042157?type=standout&amp;searchrequesttoken=64a955b6-4d0f-4042-b3b0-4da57673ceb6
"Software Consultant - Christchurch, NZ",Broadway Technology,location: CanterburyCanterbury,https://www.seek.co.nz/job/38845610?type=standard&amp;searchrequesttoken=64a955b6-4d0f-4042-b3b0-4da57673ceb6
Digital Marketing Specialist,Bright NZ,location: AucklandAuckland,https://www.seek.co.nz/job/39041220?type=standout&amp;searchrequesttoken=64a955b6-4d0f-4042-b3b0-4da57673ceb6
CHIEF INFRASTRUCTURE AND PLANNING OFFICER,Associated Media Representatives,location: AucklandAuckland,https://www.seek.co.nz/job/39040402?type=standout&amp;searchrequesttoken=64a955b6-4d0f-4042-b3b0-4da57673ceb6
Category Insights Analyst,Vitaco Health NZ Ltd,location: AucklandAuckland,https://www.seek.co.nz/job/39039824?type=standout&amp;searchrequesttoken=64a955b6-4d0f-4042-b3b0-4da57673ceb6
Contract SQL Developer (SSIS/SSRS),Halo Consulting Ltd,location: AucklandAuckland,https://www.seek.co.nz/job/39039218?type=standout&amp;searchrequesttoken=64a955b6-4d0f-4042-b3b0-4da57673ceb6
Territory Manager,AllightSykes Pty Ltd,location: CanterburyCanterbury,https://www.seek.co.nz/job/39039000?type=standout&amp;searchrequesttoken=64a955b6-4d0f-4042-b3b0-4da57673ceb6
"Area Vice President & Country Distribution Leader, New Zealand",Salesforce,location: AucklandAuckland,https://www.seek.co.nz/job/39046012?type=standard&amp;searchrequesttoken=64a955b6-4d0f-4042-b3b0-4da57673ceb6
Agronomist / Product Development Manager,PGG Wrightson Turf,location: CanterburyCanterbury,https://www.seek.co.nz/job/39038531?type=standout&amp;searchrequesttoken=64a955b6-4d0f-4042-b3b0-4da57673ceb6
Enrolment & Admissions Analyst,CHARTERED ACCOUNTANTS  AUSTRALIA AND NEW  ZEALAND,location: WellingtonWellington,https://www.seek.co.nz/job/39038377?type=standout&amp;searchrequesttoken=64a955b6-4d0f-4042-b3b0-4da57673ceb6
GC Chemist,Kelly Scientific Resources,location: AucklandAuckland,https://www.seek.co.nz/job/39038167?type=standard&amp;searchrequesttoken=64a955b6-4d0f-4042-b3b0-4da57673ceb6
Insights Manager,Consult Recruitment Limited,location: AucklandAuckland,https://www.seek.co.nz/job/39038099?type=standard&amp;searchrequesttoken=64a955b6-4d0f-4042-b3b0-4da57673ceb6
Business Intelligence Analytics Enabler,Massey University,location: ManawatuManawatu,https://www.seek.co.nz/job/39037865?type=standout&amp;searchrequesttoken=64a955b6-4d0f-4042-b3b0-4da57673ceb6
Financial Analyst,Kinetic Recruitment,location: AucklandAuckland,https://www.seek.co.nz/job/39037789?type=standout&amp;searchrequesttoken=64a955b6-4d0f-4042-b3b0-4da57673ceb6
Financial Analyst,Kinetic Recruitment,location: AucklandAuckland,https://www.seek.co.nz/job/39037761?type=standout&amp;searchrequesttoken=64a955b6-4d0f-4042-b3b0-4da57673ceb6
Financial Analyst,Kinetic Recruitment,location: AucklandAuckland,https://www.seek.co.nz/job/39037665?type=standout&amp;searchrequesttoken=64a955b6-4d0f-4042-b3b0-4da57673ceb6
Service Desk Analyst,Tower Limited,location: AucklandAuckland,https://www.seek.co.nz/job/39037606?type=standout&amp;searchrequesttoken=64a955b6-4d0f-4042-b3b0-4da57673ceb6
Quality Assurance Analyst,Velocity Recruitment,location: AucklandAuckland,https://www.seek.co.nz/job/39037532?type=standout&amp;searchrequesttoken=64a955b6-4d0f-4042-b3b0-4da57673ceb6
Business Analyst- 6 months FTC to Perm,Potentia: New Zealand’s Most Awarded IT Recruitment Consultancy*,location: AucklandAuckland,https://www.seek.co.nz/job/39037363?type=standout&amp;searchrequesttoken=64a955b6-4d0f-4042-b3b0-4da57673ceb6
Commercial Sales Associate,Chandler Macleod NZ,location: WellingtonWellington,https://www.seek.co.nz/job/39037334?type=standout&amp;searchrequesttoken=64a955b6-4d0f-4042-b3b0-4da57673ceb6
Customer Success Manager,Talent Army,location: WellingtonWellington,https://www.seek.co.nz/job/39037225?type=standout&amp;searchrequesttoken=92db0753-7e49-41c8-af46-9619a1f17d67
Design & Data Visualisation Manager,Plant & Food Research,location: AucklandAuckland,https://www.seek.co.nz/job/39037096?type=standout&amp;searchrequesttoken=92db0753-7e49-41c8-af46-9619a1f17d67
IT Manager,Coretex,location: AucklandAuckland,https://www.seek.co.nz/job/39036977?type=standout&amp;searchrequesttoken=92db0753-7e49-41c8-af46-9619a1f17d67
Customer Success Manager,Infotools,location: AucklandAuckland,https://www.seek.co.nz/job/39036823?type=standout&amp;searchrequesttoken=92db0753-7e49-41c8-af46-9619a1f17d67
Business Analyst (Data Quality),FMG,location: ManawatuManawatu,https://www.seek.co.nz/job/39036803?type=standout&amp;searchrequesttoken=92db0753-7e49-41c8-af46-9619a1f17d67
Strategy Advisor - dynamic energy sector,Hepburn and Associates,location: WellingtonWellington,https://www.seek.co.nz/job/39036708?type=standout&amp;searchrequesttoken=92db0753-7e49-41c8-af46-9619a1f17d67
Programme Manager,NZ Health Partnerships Limited,location: AucklandAuckland,https://www.seek.co.nz/job/39036608?type=standout&amp;searchrequesttoken=92db0753-7e49-41c8-af46-9619a1f17d67
